epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,8776.36,1.5073,1.1002,1.26664,0.86473,0.86803,0.92485,0.57081,1.15718,1.02223,1.05126,0.0086635,0.0086635,0.0086635
29,9083.9,1.51559,1.08613,1.27318,0.85902,0.88987,0.92167,0.57164,1.15686,1.01117,1.05143,0.008614,0.008614,0.008614
30,9393.65,1.51113,1.08404,1.27164,0.89724,0.87525,0.93842,0.58738,1.14433,1.00166,1.04465,0.0085645,0.0085645,0.0085645
31,9700.36,1.49401,1.0696,1.26103,0.84814,0.89467,0.92513,0.58762,1.12936,1.01239,1.03528,0.008515,0.008515,0.008515
32,10008.2,1.49512,1.0661,1.26261,0.88378,0.87661,0.92484,0.58623,1.13724,0.94795,1.04045,0.0084655,0.0084655,0.0084655
33,10314.2,1.48496,1.05828,1.26421,0.88951,0.89012,0.93563,0.58996,1.12885,0.99047,1.03597,0.008416,0.008416,0.008416
34,10620.7,1.49072,1.05368,1.26676,0.88905,0.90164,0.94266,0.58855,1.12777,0.92959,1.03653,0.0083665,0.0083665,0.0083665
35,10927,1.47099,1.04487,1.25432,0.89778,0.89105,0.94511,0.58207,1.12987,0.96095,1.03136,0.008317,0.008317,0.008317
36,11234.1,1.47476,1.03314,1.25259,0.90284,0.90434,0.94749,0.6037,1.10745,0.93584,1.0259,0.0082675,0.0082675,0.0082675
37,11540.9,1.46303,1.0316,1.24494,0.9096,0.89926,0.93995,0.59802,1.1137,0.94447,1.02603,0.008218,0.008218,0.008218
38,11848.4,1.46221,1.02824,1.24682,0.87728,0.88926,0.9404,0.59987,1.10391,0.92399,1.01901,0.0081685,0.0081685,0.0081685
39,12156.9,1.45055,1.01751,1.23996,0.88477,0.90098,0.9366,0.60318,1.09804,0.95507,1.01198,0.008119,0.008119,0.008119
40,12464.3,1.44263,1.0115,1.23714,0.90146,0.91066,0.94869,0.60073,1.10769,0.91427,1.02191,0.0080695,0.0080695,0.0080695
41,12770.2,1.44658,1.0051,1.23341,0.88644,0.90266,0.93421,0.61093,1.09359,0.9335,1.01293,0.00802,0.00802,0.00802
42,13076.7,1.44525,1.01746,1.23249,0.90636,0.91374,0.94369,0.60591,1.0885,0.94483,1.00965,0.0079705,0.0079705,0.0079705
43,13383.2,1.43484,0.99577,1.23478,0.90668,0.9164,0.94756,0.61798,1.06962,0.94488,1.00199,0.007921,0.007921,0.007921
44,13688.7,1.42536,0.98765,1.22862,0.91004,0.92099,0.94116,0.62268,1.06996,0.91104,0.99968,0.0078715,0.0078715,0.0078715
45,13997.4,1.42274,0.9768,1.2246,0.90699,0.9292,0.95281,0.62339,1.07984,0.9466,1.00469,0.007822,0.007822,0.007822
46,14305,1.42866,0.9686,1.22535,0.89553,0.92567,0.95166,0.62412,1.07826,0.87221,1.00299,0.0077725,0.0077725,0.0077725
47,14611.4,1.417,0.98135,1.22411,0.905,0.91761,0.95173,0.63105,1.06632,0.90776,0.99647,0.007723,0.007723,0.007723
48,14916.7,1.40695,0.96812,1.22176,0.90909,0.9201,0.94504,0.62218,1.06726,0.90748,0.99602,0.0076735,0.0076735,0.0076735
49,15223.2,1.42598,0.97679,1.22468,0.90967,0.92158,0.94495,0.6312,1.04095,0.86718,0.98485,0.007624,0.007624,0.007624
50,15531.5,1.40149,0.96535,1.2154,0.9015,0.92005,0.9474,0.63431,1.04326,0.86346,0.98472,0.0075745,0.0075745,0.0075745
51,15839.5,1.39916,0.96099,1.21747,0.90941,0.91973,0.95033,0.63171,1.04123,0.84258,0.98355,0.007525,0.007525,0.007525
52,16147.5,1.38945,0.95499,1.20993,0.90429,0.92078,0.94894,0.63471,1.03875,0.83391,0.98146,0.0074755,0.0074755,0.0074755
53,16454.9,1.39634,0.95241,1.20731,0.93319,0.93358,0.95971,0.64795,1.02995,0.81015,0.97416,0.007426,0.007426,0.007426
54,16761.9,1.37735,0.93516,1.19221,0.93418,0.92114,0.95347,0.6486,1.02177,0.81168,0.97047,0.0073765,0.0073765,0.0073765
55,17068,1.38812,0.95049,1.20709,0.93522,0.91513,0.95183,0.64597,1.01995,0.82396,0.97429,0.007327,0.007327,0.007327
56,17376,1.39788,0.93858,1.20884,0.91963,0.91924,0.94974,0.64805,1.02361,0.8614,0.97695,0.0072775,0.0072775,0.0072775
57,17683.1,1.37844,0.9259,1.2006,0.93256,0.92234,0.95697,0.65002,1.01591,0.85092,0.97222,0.007228,0.007228,0.007228
58,17991.1,1.39008,0.94803,1.21057,0.914,0.92246,0.94893,0.64687,1.01611,0.83301,0.96796,0.0071785,0.0071785,0.0071785
59,18298.1,1.37276,0.92735,1.19612,0.91622,0.92697,0.95155,0.64774,1.02483,0.82726,0.96952,0.007129,0.007129,0.007129
60,18604.3,1.36537,0.91713,1.19557,0.91827,0.92593,0.95358,0.65033,1.02373,0.83243,0.96971,0.0070795,0.0070795,0.0070795
61,18910.7,1.36284,0.92836,1.19013,0.92354,0.92227,0.9542,0.64814,1.02195,0.82253,0.96952,0.00703,0.00703,0.00703
62,19216.6,1.36465,0.91878,1.193,0.92951,0.93553,0.95881,0.65568,1.01634,0.80791,0.9658,0.0069805,0.0069805,0.0069805
63,19523.7,1.34991,0.91297,1.19027,0.92351,0.93108,0.95604,0.65382,1.01231,0.82109,0.96235,0.006931,0.006931,0.006931
64,19831.2,1.35808,0.91374,1.1918,0.93285,0.94287,0.96087,0.65631,1.00375,0.81461,0.95757,0.0068815,0.0068815,0.0068815
65,20139.7,1.34812,0.92061,1.1814,0.92629,0.9365,0.95861,0.66019,0.9987,0.7971,0.95477,0.006832,0.006832,0.006832
66,20447.3,1.34433,0.90179,1.18492,0.92262,0.93366,0.95649,0.66372,0.99747,0.78012,0.95391,0.0067825,0.0067825,0.0067825
67,20756.2,1.33872,0.90145,1.18696,0.92206,0.92906,0.95718,0.66444,0.9915,0.776,0.95175,0.006733,0.006733,0.006733
68,21062.9,1.353,0.91705,1.18101,0.92813,0.92435,0.95824,0.66494,0.98476,0.77872,0.94955,0.0066835,0.0066835,0.0066835
69,21368.1,1.33934,0.89296,1.18211,0.91989,0.9354,0.95786,0.66908,0.98084,0.76898,0.94714,0.006634,0.006634,0.006634
70,21675.6,1.32666,0.89433,1.17992,0.92313,0.9382,0.95868,0.66894,0.98015,0.76287,0.94695,0.0065845,0.0065845,0.0065845
71,21984.4,1.33589,0.90359,1.17992,0.91586,0.9356,0.95686,0.66795,0.98184,0.75941,0.94734,0.006535,0.006535,0.006535
72,22294.6,1.33446,0.88401,1.17425,0.91825,0.93114,0.95743,0.6691,0.98016,0.75414,0.94734,0.0064855,0.0064855,0.0064855
73,22603.4,1.3338,0.86958,1.17104,0.92753,0.93513,0.95713,0.67206,0.97895,0.74903,0.94582,0.006436,0.006436,0.006436
74,22910.5,1.32545,0.87922,1.17044,0.93155,0.93165,0.95477,0.67178,0.97885,0.74454,0.94596,0.0063865,0.0063865,0.0063865
75,23215.6,1.31757,0.88139,1.16936,0.93025,0.9312,0.95603,0.67177,0.97768,0.74302,0.94469,0.006337,0.006337,0.006337
76,23522.7,1.3135,0.8708,1.17324,0.92652,0.93603,0.95617,0.67297,0.97767,0.74457,0.94534,0.0062875,0.0062875,0.0062875
77,23829.6,1.32241,0.88236,1.16896,0.9275,0.93391,0.95435,0.67437,0.97537,0.74227,0.94341,0.006238,0.006238,0.006238
78,24136.7,1.30151,0.8531,1.15946,0.92402,0.93365,0.953,0.67405,0.97403,0.73834,0.94322,0.0061885,0.0061885,0.0061885
79,24443.4,1.30959,0.86129,1.16533,0.92729,0.93513,0.95489,0.67763,0.97276,0.73722,0.94223,0.006139,0.006139,0.006139
80,24753.2,1.31674,0.87354,1.17137,0.92717,0.93951,0.95667,0.67888,0.97284,0.73733,0.94123,0.0060895,0.0060895,0.0060895
81,25060.3,1.2956,0.84777,1.16524,0.93126,0.93442,0.95532,0.67711,0.9731,0.73527,0.94024,0.00604,0.00604,0.00604
82,25365.9,1.29075,0.84717,1.15809,0.93184,0.93552,0.95601,0.67798,0.97297,0.73667,0.93956,0.0059905,0.0059905,0.0059905
83,25671.6,1.29817,0.84654,1.15535,0.93119,0.93371,0.95541,0.68012,0.9718,0.74182,0.93831,0.005941,0.005941,0.005941
84,25979.5,1.30167,0.85209,1.17041,0.93059,0.93615,0.95543,0.67926,0.97202,0.74698,0.93703,0.0058915,0.0058915,0.0058915
85,26287.3,1.28797,0.84424,1.16168,0.92827,0.93171,0.95552,0.68078,0.97143,0.75344,0.9371,0.005842,0.005842,0.005842
86,26596,1.29374,0.84642,1.15464,0.92619,0.93399,0.95582,0.67737,0.9721,0.7525,0.93724,0.0057925,0.0057925,0.0057925
87,26904.4,1.30343,0.8507,1.15649,0.93199,0.93419,0.95869,0.67827,0.97211,0.75274,0.93731,0.005743,0.005743,0.005743
88,27210.7,1.27821,0.83255,1.15101,0.931,0.9307,0.95566,0.6772,0.97373,0.75317,0.937,0.0056935,0.0056935,0.0056935
89,27516.3,1.27781,0.83275,1.1464,0.93472,0.93443,0.95601,0.67648,0.97329,0.75104,0.93688,0.005644,0.005644,0.005644
90,27823.3,1.27012,0.83838,1.15119,0.93668,0.93445,0.95614,0.67697,0.97254,0.75003,0.9365,0.0055945,0.0055945,0.0055945
91,28132.3,1.26906,0.83144,1.14605,0.93431,0.939,0.95907,0.67797,0.97268,0.74695,0.93602,0.005545,0.005545,0.005545
92,28438.7,1.26297,0.82336,1.15228,0.93245,0.94198,0.95778,0.67791,0.97199,0.74649,0.93587,0.0054955,0.0054955,0.0054955
93,28746.1,1.26965,0.81805,1.14981,0.93786,0.94449,0.95817,0.67676,0.97159,0.74377,0.93538,0.005446,0.005446,0.005446
94,29054.2,1.27825,0.82893,1.15365,0.93774,0.94449,0.95841,0.67854,0.96992,0.73945,0.93444,0.0053965,0.0053965,0.0053965
95,29360.4,1.25784,0.81205,1.14348,0.93382,0.943,0.95766,0.67894,0.96946,0.73725,0.93394,0.005347,0.005347,0.005347
96,29665.9,1.2561,0.81082,1.14046,0.9404,0.94129,0.95769,0.67846,0.96773,0.7343,0.9333,0.0052975,0.0052975,0.0052975
97,29972.2,1.25182,0.80678,1.14003,0.94062,0.94239,0.95887,0.68,0.9663,0.73111,0.9328,0.005248,0.005248,0.005248
98,30279.9,1.26415,0.82517,1.13398,0.93861,0.94151,0.95869,0.68051,0.96473,0.72969,0.93196,0.0051985,0.0051985,0.0051985
99,30586.5,1.24555,0.79249,1.13676,0.94079,0.94222,0.95918,0.68171,0.96499,0.72723,0.93169,0.005149,0.005149,0.005149
100,30893.9,1.25172,0.80466,1.1333,0.93953,0.94006,0.95916,0.68085,0.96393,0.72582,0.93116,0.0050995,0.0050995,0.0050995
101,31200,1.23589,0.78704,1.1322,0.94054,0.94107,0.95994,0.68276,0.96336,0.7236,0.9306,0.00505,0.00505,0.00505
102,31506,1.25358,0.80617,1.14063,0.94257,0.943,0.96005,0.6826,0.96264,0.72186,0.93024,0.0050005,0.0050005,0.0050005
103,31810.2,1.23492,0.80036,1.12558,0.93951,0.943,0.95987,0.68523,0.96138,0.71964,0.92953,0.004951,0.004951,0.004951
104,32118.8,1.22905,0.79489,1.12016,0.9406,0.93853,0.96013,0.68376,0.96089,0.71903,0.92907,0.0049015,0.0049015,0.0049015
105,32425.7,1.23335,0.79749,1.12223,0.94271,0.943,0.9603,0.68441,0.96063,0.71744,0.92852,0.004852,0.004852,0.004852
106,32733.5,1.21703,0.7941,1.11933,0.94108,0.94449,0.96113,0.6848,0.96042,0.7163,0.92842,0.0048025,0.0048025,0.0048025
107,33040.6,1.22822,0.79803,1.12503,0.93633,0.94597,0.96082,0.68351,0.95876,0.71684,0.92776,0.004753,0.004753,0.004753
108,33348.4,1.21414,0.77973,1.11556,0.93967,0.94476,0.96119,0.68535,0.95767,0.71622,0.92743,0.0047035,0.0047035,0.0047035
109,33655.1,1.22207,0.77894,1.11775,0.93758,0.94062,0.96075,0.68607,0.95722,0.71472,0.92685,0.004654,0.004654,0.004654
110,33962.4,1.21389,0.76523,1.11646,0.93911,0.94449,0.96131,0.68597,0.95674,0.7139,0.92649,0.0046045,0.0046045,0.0046045
111,34269.6,1.20752,0.75317,1.11477,0.93589,0.94211,0.96114,0.68823,0.95599,0.71154,0.92603,0.004555,0.004555,0.004555
112,34576.6,1.20481,0.77327,1.11657,0.93394,0.94219,0.96149,0.68866,0.95501,0.71085,0.92554,0.0045055,0.0045055,0.0045055
113,34885.4,1.20156,0.76818,1.12038,0.9346,0.94272,0.96189,0.6871,0.95497,0.70918,0.92498,0.004456,0.004456,0.004456
114,35192.3,1.19462,0.76303,1.1071,0.93339,0.94238,0.96194,0.68684,0.95397,0.70717,0.92442,0.0044065,0.0044065,0.0044065
115,35499,1.17821,0.75216,1.10432,0.9341,0.93865,0.96198,0.68857,0.95277,0.70624,0.92398,0.004357,0.004357,0.004357
116,35804.2,1.20014,0.75667,1.11206,0.93588,0.94152,0.96234,0.68841,0.95198,0.70566,0.92348,0.0043075,0.0043075,0.0043075
117,36110.7,1.19502,0.75008,1.11172,0.93837,0.93989,0.96248,0.6895,0.95174,0.70411,0.92302,0.004258,0.004258,0.004258
118,36418.3,1.18716,0.75843,1.11497,0.93906,0.93973,0.96255,0.68921,0.95205,0.70296,0.92298,0.0042085,0.0042085,0.0042085
119,36725.4,1.18495,0.75861,1.10584,0.94075,0.94285,0.96338,0.68987,0.9509,0.70198,0.92268,0.004159,0.004159,0.004159
120,37034.8,1.17863,0.75652,1.10843,0.93915,0.94262,0.96336,0.69016,0.94924,0.70248,0.92233,0.0041095,0.0041095,0.0041095
121,37341.9,1.18191,0.75797,1.10497,0.93951,0.94113,0.9634,0.69229,0.94915,0.70055,0.922,0.00406,0.00406,0.00406
122,37648,1.17554,0.7366,1.10136,0.93992,0.9413,0.96345,0.69377,0.94834,0.70014,0.92168,0.0040105,0.0040105,0.0040105
123,37953.8,1.16826,0.7381,1.09863,0.94007,0.94159,0.96351,0.69335,0.94762,0.69868,0.92145,0.003961,0.003961,0.003961
124,38260.8,1.17066,0.73638,1.09587,0.94007,0.94155,0.96393,0.69357,0.94669,0.69887,0.9209,0.0039115,0.0039115,0.0039115
125,38569.1,1.17329,0.73719,1.0934,0.94097,0.94153,0.96417,0.69374,0.94528,0.69785,0.92032,0.003862,0.003862,0.003862
126,38877.3,1.156,0.72607,1.09721,0.94054,0.94149,0.96449,0.69401,0.94411,0.69748,0.91947,0.0038125,0.0038125,0.0038125
127,39184.9,1.15776,0.7393,1.08637,0.94215,0.94052,0.96461,0.69364,0.94376,0.69763,0.91902,0.003763,0.003763,0.003763
128,39493.8,1.1541,0.72111,1.0891,0.94215,0.94081,0.96475,0.69623,0.94227,0.69697,0.91829,0.0037135,0.0037135,0.0037135
129,39801,1.16014,0.73002,1.09839,0.94216,0.94013,0.96518,0.69777,0.94173,0.69513,0.91789,0.003664,0.003664,0.003664
130,40107,1.13775,0.715,1.08372,0.94208,0.94008,0.96525,0.69715,0.94102,0.69349,0.91761,0.0036145,0.0036145,0.0036145
131,40414.1,1.14731,0.72432,1.09713,0.94219,0.9406,0.96553,0.69783,0.93991,0.69176,0.91698,0.003565,0.003565,0.003565
132,40721.8,1.1453,0.71315,1.09202,0.94219,0.94073,0.96571,0.6991,0.93847,0.69002,0.91629,0.0035155,0.0035155,0.0035155
133,41028,1.12653,0.71628,1.08024,0.94198,0.94202,0.96579,0.69875,0.93753,0.68937,0.91577,0.003466,0.003466,0.003466
134,41335.9,1.12128,0.70414,1.08125,0.94329,0.94102,0.96631,0.69948,0.93678,0.68847,0.91537,0.0034165,0.0034165,0.0034165
135,41642.1,1.14343,0.71085,1.0855,0.94351,0.94158,0.96643,0.69964,0.93543,0.6877,0.9144,0.003367,0.003367,0.003367
136,41947.7,1.12469,0.69846,1.07958,0.94355,0.94154,0.96656,0.69927,0.93453,0.68636,0.91424,0.0033175,0.0033175,0.0033175
137,42254.1,1.11834,0.71043,1.07382,0.94356,0.94112,0.96664,0.70131,0.93323,0.68484,0.91384,0.003268,0.003268,0.003268
138,42560.6,1.1161,0.70235,1.07688,0.94489,0.94007,0.9668,0.70186,0.93192,0.68241,0.91307,0.0032185,0.0032185,0.0032185
139,42869.9,1.12359,0.70087,1.07843,0.94067,0.93866,0.96516,0.70242,0.93086,0.68148,0.91232,0.003169,0.003169,0.003169
140,43175.8,1.12899,0.70191,1.08396,0.93922,0.94019,0.96543,0.70282,0.93037,0.67965,0.91211,0.0031195,0.0031195,0.0031195
141,43484.3,1.11366,0.68731,1.07307,0.93922,0.94038,0.9647,0.70488,0.92882,0.67843,0.9112,0.00307,0.00307,0.00307
142,43790.4,1.10169,0.69095,1.06851,0.93917,0.94034,0.96499,0.70426,0.92793,0.67769,0.91068,0.0030205,0.0030205,0.0030205
143,44095.2,1.10281,0.69339,1.06746,0.93989,0.9404,0.96511,0.7052,0.92677,0.67623,0.91005,0.002971,0.002971,0.002971
144,44402.2,1.08594,0.67535,1.06177,0.94039,0.94041,0.96533,0.70527,0.92549,0.67567,0.90929,0.0029215,0.0029215,0.0029215
145,44709.8,1.09876,0.67131,1.06731,0.93958,0.93908,0.96644,0.70583,0.92476,0.67372,0.90894,0.002872,0.002872,0.002872
146,45018.4,1.09631,0.67872,1.06202,0.93948,0.9398,0.9669,0.70662,0.92336,0.67216,0.90841,0.0028225,0.0028225,0.0028225
147,45325.1,1.08876,0.67637,1.05944,0.94064,0.93649,0.96496,0.70677,0.92212,0.67039,0.90769,0.002773,0.002773,0.002773
148,45634,1.08255,0.66543,1.06429,0.9377,0.93568,0.9629,0.70695,0.92159,0.66786,0.90743,0.0027235,0.0027235,0.0027235
149,45940.8,1.07991,0.6627,1.06092,0.93761,0.93419,0.96278,0.70744,0.9201,0.66618,0.90683,0.002674,0.002674,0.002674
150,46245.9,1.08145,0.65247,1.06513,0.93762,0.93419,0.96284,0.70796,0.91992,0.66459,0.90659,0.0026245,0.0026245,0.0026245
151,46553.3,1.08418,0.66668,1.06203,0.9343,0.93436,0.96265,0.70942,0.91882,0.66187,0.90603,0.002575,0.002575,0.002575
152,46860.8,1.07161,0.66477,1.05489,0.93758,0.93375,0.96242,0.70885,0.91751,0.66096,0.90546,0.0025255,0.0025255,0.0025255
153,47166.8,1.06325,0.65956,1.05207,0.93709,0.93368,0.96231,0.70982,0.91644,0.6591,0.90468,0.002476,0.002476,0.002476
154,47476,1.05948,0.65768,1.04813,0.93644,0.93577,0.96342,0.70959,0.91488,0.65842,0.90423,0.0024265,0.0024265,0.0024265
155,47782.9,1.06243,0.65495,1.05386,0.93664,0.93766,0.96246,0.70974,0.91411,0.65706,0.90353,0.002377,0.002377,0.002377
156,48090,1.04881,0.65312,1.04885,0.93815,0.93869,0.96269,0.71127,0.91281,0.65467,0.90326,0.0023275,0.0023275,0.0023275
157,48395.5,1.05038,0.65718,1.04619,0.93823,0.93936,0.96312,0.71155,0.91093,0.65275,0.90252,0.002278,0.002278,0.002278
158,48701.4,1.05312,0.64513,1.04983,0.93877,0.94197,0.96465,0.71352,0.90964,0.65062,0.90193,0.0022285,0.0022285,0.0022285
159,49010.7,1.02556,0.63613,1.03839,0.93877,0.94299,0.96499,0.71394,0.90856,0.64933,0.90148,0.002179,0.002179,0.002179
160,49317.8,1.04171,0.64169,1.04782,0.93884,0.94298,0.96503,0.71397,0.90712,0.64745,0.90095,0.0021295,0.0021295,0.0021295
161,49625,1.0366,0.6351,1.03601,0.93894,0.94263,0.96499,0.71454,0.90619,0.64658,0.90045,0.00208,0.00208,0.00208
162,49932.6,1.02356,0.62092,1.03753,0.93758,0.94189,0.96331,0.71402,0.90523,0.64557,0.89968,0.0020305,0.0020305,0.0020305
163,50239.5,1.02764,0.63665,1.04009,0.93911,0.9453,0.96391,0.7161,0.90357,0.64485,0.89901,0.001981,0.001981,0.001981
164,50544.3,1.0266,0.62775,1.04361,0.94155,0.94724,0.96358,0.71768,0.90255,0.64277,0.8984,0.0019315,0.0019315,0.0019315
165,50850.6,1.02134,0.63471,1.03807,0.93935,0.94765,0.96367,0.71826,0.90174,0.64102,0.89794,0.001882,0.001882,0.001882
166,51159.9,1.01409,0.62801,1.03448,0.94149,0.94988,0.96365,0.71857,0.89984,0.63885,0.89712,0.0018325,0.0018325,0.0018325
167,51468.5,1.00952,0.61362,1.02757,0.94153,0.94963,0.96368,0.71987,0.89797,0.6379,0.89664,0.001783,0.001783,0.001783
168,51775.1,1.00285,0.61272,1.02514,0.93964,0.94842,0.96396,0.71896,0.89665,0.63548,0.89606,0.0017335,0.0017335,0.0017335
169,52083.6,1.00163,0.61656,1.0305,0.93921,0.95102,0.96411,0.71978,0.89515,0.63474,0.89521,0.001684,0.001684,0.001684
170,52390.6,0.9973,0.61176,1.02887,0.9384,0.95009,0.96414,0.72129,0.89374,0.63376,0.8944,0.0016345,0.0016345,0.0016345
171,52696.4,0.98444,0.59564,1.01781,0.93967,0.94993,0.96407,0.72313,0.89174,0.63264,0.8936,0.001585,0.001585,0.001585
172,53003.3,0.98382,0.60186,1.02409,0.93914,0.95158,0.96595,0.72317,0.89064,0.63186,0.89323,0.0015355,0.0015355,0.0015355
173,53310.7,0.98497,0.59301,1.01881,0.93944,0.95158,0.96602,0.72418,0.8891,0.63048,0.89268,0.001486,0.001486,0.001486
174,53617.2,0.97523,0.59968,1.01653,0.93866,0.95009,0.96601,0.72547,0.88692,0.62859,0.89183,0.0014365,0.0014365,0.0014365
175,53925.1,0.9739,0.59494,1.01261,0.93626,0.95009,0.96382,0.72582,0.88594,0.6264,0.89124,0.001387,0.001387,0.001387
176,54231.7,0.96682,0.58189,1.01236,0.93632,0.94904,0.96408,0.72654,0.88401,0.62533,0.89047,0.0013375,0.0013375,0.0013375
177,54537.3,0.96882,0.59004,1.02025,0.93656,0.94978,0.96421,0.72684,0.88328,0.62422,0.88996,0.001288,0.001288,0.001288
178,54842.2,0.96026,0.58544,1.01294,0.93649,0.95009,0.96429,0.72683,0.88222,0.62257,0.88945,0.0012385,0.0012385,0.0012385
179,55149.2,0.95793,0.57875,1.0129,0.93828,0.95098,0.96439,0.72696,0.88037,0.62019,0.889,0.001189,0.001189,0.001189
180,55458,0.9544,0.58223,1.00711,0.93727,0.95009,0.96461,0.72787,0.87862,0.61863,0.88817,0.0011395,0.0011395,0.0011395
181,55765.3,0.9554,0.57974,1.0108,0.94022,0.95295,0.96486,0.72907,0.8767,0.61677,0.88733,0.00109,0.00109,0.00109
182,56073.2,0.94648,0.56602,1.00796,0.94182,0.95351,0.96611,0.72951,0.87557,0.61529,0.88669,0.0010405,0.0010405,0.0010405
183,56379.3,0.94532,0.57547,1.00588,0.94427,0.95158,0.96608,0.73023,0.87442,0.6125,0.8863,0.000991,0.000991,0.000991
184,56684.2,0.94029,0.57691,1.0077,0.94433,0.95158,0.9666,0.73053,0.87359,0.61032,0.88588,0.0009415,0.0009415,0.0009415
185,56991.8,0.93753,0.57432,1.00144,0.94496,0.95509,0.96667,0.73199,0.87183,0.60858,0.88501,0.000892,0.000892,0.000892
186,57299.3,0.91807,0.56232,0.99729,0.94252,0.95158,0.96666,0.73309,0.87037,0.60668,0.88441,0.0008425,0.0008425,0.0008425
187,57606.2,0.93089,0.57038,1.00117,0.94489,0.95323,0.9668,0.73342,0.86863,0.60482,0.88365,0.000793,0.000793,0.000793
